Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result
21/12/15,2015,AEK,Levadeiakos,1.3,5.0,10.0,1.0,2.0,A
02/01/16,2015,Asteras Tripolis,Panthrakikos,1.57,3.5,7.0,4.0,0.0,H
02/01/16,2015,Giannina,Veria,1.91,3.25,4.33,2.0,0.0,H
02/01/16,2015,Iraklis,Kallonis,1.44,3.8,9.0,3.0,0.0,H
03/01/16,2015,Panionios,Olympiakos,15.0,5.0,1.25,1.0,3.0,A
03/01/16,2015,Platanias,AEK,3.4,3.0,2.3,0.0,3.0,A
04/01/16,2015,Panathinaikos,Panetolikos,1.29,4.75,13.0,4.0,2.0,H
09/01/16,2015,AEK,Xanthi,1.36,4.33,10.0,2.0,1.0,H
09/01/16,2015,Atromitos,Platanias,1.85,3.25,4.6,0.0,0.0,D
09/01/16,2015,Veria,Panthrakikos,1.85,3.3,4.5,0.0,0.0,D
10/01/16,2015,Olympiakos,Levadeiakos,1.13,8.0,19.0,3.0,1.0,H
10/01/16,2015,Panetolikos,Asteras Tripolis,2.88,3.0,2.63,2.0,1.0,H
10/01/16,2015,Panionios,Iraklis,1.91,3.2,4.33,1.0,0.0,H
10/01/16,2015,PAOK,Giannina,1.4,4.2,9.0,3.0,1.0,H
11/01/16,2015,Kallonis,Panathinaikos,8.5,5.0,1.33,0.0,2.0,A
16/01/16,2015,Levadeiakos,Iraklis,1.91,3.1,4.5,1.0,1.0,D
16/01/16,2015,Panthrakikos,Panetolikos,2.15,3.0,3.75,0.0,0.0,D
16/01/16,2015,Xanthi,Atromitos,2.5,2.88,3.2,2.0,2.0,D
17/01/16,2015,Asteras Tripolis,Kallonis,1.3,5.0,9.5,3.0,1.0,H
17/01/16,2015,Giannina,AEK,4.0,3.1,2.05,0.0,2.0,A
17/01/16,2015,Panathinaikos,Panionios,1.5,3.8,7.5,0.0,0.0,D
17/01/16,2015,PAOK,Veria,1.2,6.0,15.0,2.0,1.0,H
18/01/16,2015,Platanias,Olympiakos,15.0,5.5,1.22,1.0,1.0,D
20/01/16,2015,Xanthi,PAOK,3.5,3.1,2.2,1.0,1.0,D
23/01/16,2015,Kallonis,Panthrakikos,2.9,2.9,2.7,2.0,0.0,H
23/01/16,2015,Olympiakos,Xanthi,1.13,9.0,15.0,1.0,0.0,H
23/01/16,2015,Panionios,Asteras Tripolis,2.4,3.0,3.2,0.0,0.0,D
24/01/16,2015,AEK,PAOK,2.15,3.0,3.75,1.0,0.0,H
24/01/16,2015,Atromitos,Giannina,1.57,3.6,5.5,0.0,2.0,A
24/01/16,2015,Levadeiakos,Panathinaikos,4.0,3.2,2.0,0.0,2.0,A
24/01/16,2015,Veria,Panetolikos,2.5,3.0,3.0,0.0,1.0,A
25/01/16,2015,Iraklis,Platanias,2.3,3.0,3.4,0.0,0.0,D
30/01/16,2015,Panetolikos,Kallonis,1.4,4.5,8.0,1.0,0.0,H
30/01/16,2015,Panthrakikos,Panionios,2.6,2.9,3.0,0.0,1.0,A
30/01/16,2015,PAOK,Atromitos,1.67,3.5,5.5,1.0,1.0,D
31/01/16,2015,AEK,Veria,1.2,6.5,13.0,3.0,0.0,H
31/01/16,2015,Asteras Tripolis,Levadeiakos,1.53,3.75,7.0,2.0,0.0,H
31/01/16,2015,Giannina,Olympiakos,9.5,4.33,1.36,0.0,3.0,A
31/01/16,2015,Platanias,Panathinaikos,4.2,3.2,1.95,2.0,3.0,A
31/01/16,2015,Xanthi,Iraklis,1.73,3.3,5.5,2.0,0.0,H
06/02/16,2015,Levadeiakos,Panthrakikos,1.73,3.4,5.25,1.0,1.0,D
06/02/16,2015,Panathinaikos,Xanthi,1.5,3.6,8.0,0.0,1.0,A
06/02/16,2015,Platanias,Asteras Tripolis,2.38,3.0,3.25,2.0,0.0,H
07/02/16,2015,Atromitos,AEK,3.5,3.0,2.25,1.0,0.0,H
07/02/16,2015,Iraklis,Giannina,2.3,3.0,3.4,1.0,0.0,H
07/02/16,2015,Olympiakos,PAOK,1.33,5.0,9.0,1.0,0.0,H
07/02/16,2015,Veria,Kallonis,1.75,3.3,5.25,2.0,0.0,H
08/02/16,2015,Panionios,Panetolikos,2.1,3.1,3.75,2.0,0.0,H
13/02/16,2015,AEK,Olympiakos,3.5,3.1,2.2,1.0,0.0,H
13/02/16,2015,Atromitos,Veria,1.53,3.5,7.5,0.0,0.0,D
13/02/16,2015,Panthrakikos,Platanias,3.0,3.0,2.5,0.0,2.0,A
14/02/16,2015,Giannina,Panathinaikos,4.0,3.2,2.0,0.0,3.0,A
14/02/16,2015,Kallonis,Panionios,3.4,3.0,2.3,1.0,1.0,D
14/02/16,2015,Panetolikos,Levadeiakos,1.91,3.1,4.5,2.0,0.0,H
14/02/16,2015,PAOK,Iraklis,1.4,4.0,10.0,0.0,1.0,A
15/02/16,2015,Xanthi,Asteras Tripolis,2.2,3.0,3.6,0.0,0.0,D
17/02/16,2015,Levadeiakos,Atromitos,2.75,2.88,2.5,1.0,1.0,D
20/02/16,2015,Asteras Tripolis,Giannina,1.57,3.6,6.5,0.0,0.0,D
20/02/16,2015,Iraklis,AEK,4.75,3.2,1.85,1.0,1.0,D
20/02/16,2015,Levadeiakos,Kallonis,1.5,3.8,7.5,1.0,0.0,H
21/02/16,2015,Olympiakos,Atromitos,1.29,5.0,11.0,4.0,0.0,H
21/02/16,2015,Panathinaikos,PAOK,1.75,3.3,5.25,2.0,2.0,D
21/02/16,2015,Platanias,Panetolikos,1.75,3.3,5.25,1.0,1.0,D
21/02/16,2015,Xanthi,Panthrakikos,1.5,3.6,8.0,1.0,0.0,H
22/02/16,2015,Veria,Panionios,2.5,2.9,3.1,1.0,1.0,D
27/02/16,2015,Kallonis,Platanias,4.0,3.1,2.05,2.0,1.0,H
27/02/16,2015,Panetolikos,Xanthi,2.38,3.0,3.2,2.0,2.0,D
27/02/16,2015,PAOK,Asteras Tripolis,1.73,3.25,5.5,2.0,0.0,H
28/02/16,2015,AEK,Panathinaikos,2.1,3.1,3.75,1.0,0.0,H
28/02/16,2015,Olympiakos,Veria,1.14,7.5,17.0,3.0,0.0,H
28/02/16,2015,Panionios,Levadeiakos,1.67,3.3,6.0,0.0,2.0,A
28/02/16,2015,Panthrakikos,Giannina,2.5,3.0,3.0,2.0,4.0,A
29/02/16,2015,Atromitos,Iraklis,1.8,3.3,4.75,1.0,0.0,H
05/03/16,2015,Giannina,Panetolikos,2.1,3.2,3.6,2.0,0.0,H
05/03/16,2015,Platanias,Panionios,2.1,3.1,3.75,0.0,0.0,D
06/03/16,2015,Panathinaikos,Atromitos,1.57,3.5,7.0,2.0,0.0,H
06/03/16,2015,Panthrakikos,PAOK,12.0,5.0,1.29,2.0,1.0,H
06/03/16,2015,Veria,Levadeiakos,2.4,3.1,3.1,0.0,0.0,D
06/03/16,2015,Xanthi,Kallonis,1.4,4.0,9.5,0.0,0.0,D
07/03/16,2015,Asteras Tripolis,AEK,3.3,3.1,2.3,0.0,0.0,D
12/03/16,2015,Kallonis,Giannina,3.2,3.0,2.4,0.0,2.0,A
12/03/16,2015,Panetolikos,PAOK,3.6,3.0,2.2,0.0,3.0,A
12/03/16,2015,Panionios,Xanthi,2.2,3.0,3.6,3.0,0.0,H
13/03/16,2015,Atromitos,Asteras Tripolis,2.3,3.0,3.4,2.0,1.0,H
13/03/16,2015,Iraklis,Veria,1.8,3.0,5.75,1.0,1.0,D
13/03/16,2015,Levadeiakos,Platanias,2.15,3.1,3.6,0.0,3.0,A
13/03/16,2015,Olympiakos,Panathinaikos,1.53,3.8,6.5,3.0,1.0,H
14/03/16,2015,AEK,Panthrakikos,1.14,8.0,15.0,3.0,0.0,H
19/03/16,2015,Panathinaikos,Iraklis,1.4,4.2,9.0,4.0,0.0,H
19/03/16,2015,Veria,Platanias,2.4,3.1,3.1,0.0,1.0,A
19/03/16,2015,Xanthi,Levadeiakos,1.67,3.5,5.5,2.0,2.0,D
20/03/16,2015,Asteras Tripolis,Olympiakos,4.5,3.5,1.8,1.0,2.0,A
20/03/16,2015,Panetolikos,AEK,5.0,3.4,1.75,1.0,0.0,H
20/03/16,2015,Panthrakikos,Atromitos,13.0,6.0,1.22,0.0,1.0,A
20/03/16,2015,PAOK,Kallonis,1.14,7.0,21.0,3.0,0.0,H
21/03/16,2015,Giannina,Panionios,2.3,3.1,3.3,1.0,1.0,D
03/04/16,2015,Atromitos,Panetolikos,1.7,3.5,5.25,1.0,0.0,H
03/04/16,2015,Iraklis,Asteras Tripolis,2.45,3.0,3.1,0.0,1.0,A
03/04/16,2015,Kallonis,AEK,13.0,5.25,1.25,0.0,0.0,D
03/04/16,2015,Levadeiakos,Giannina,2.3,3.1,3.3,1.0,1.0,D
03/04/16,2015,Olympiakos,Panthrakikos,1.02,17.0,34.0,4.0,0.0,H
03/04/16,2015,Panathinaikos,Veria,1.2,6.0,15.0,3.0,2.0,H
03/04/16,2015,Panionios,PAOK,3.1,3.1,2.4,3.0,1.0,H
03/04/16,2015,Platanias,Xanthi,2.25,3.0,3.5,3.0,1.0,H
06/04/16,2015,Iraklis,Olympiakos,8.0,4.75,1.36,0.0,2.0,A
10/04/16,2015,AEK,Panionios,1.57,3.5,7.0,2.0,0.0,H
10/04/16,2015,Asteras Tripolis,Panathinaikos,2.9,3.1,2.5,0.0,0.0,D
10/04/16,2015,Giannina,Platanias,2.45,3.1,3.0,2.0,0.0,H
10/04/16,2015,Kallonis,Atromitos,13.0,4.2,1.33,2.0,4.0,A
10/04/16,2015,Panetolikos,Olympiakos,13.0,4.75,1.29,2.0,5.0,A
10/04/16,2015,Panthrakikos,Iraklis,7.0,4.0,1.5,0.0,3.0,A
10/04/16,2015,PAOK,Levadeiakos,1.14,7.0,21.0,2.0,0.0,H
10/04/16,2015,Veria,Xanthi,2.55,3.1,2.8,1.0,1.0,D
17/04/16,2015,Asteras Tripolis,Veria,1.36,4.75,7.0,2.0,1.0,H
17/04/16,2015,Iraklis,Panetolikos,2.0,3.1,3.75,0.0,0.0,D
17/04/16,2015,Levadeiakos,AEK,7.0,3.8,1.5,3.0,0.0,H
17/04/16,2015,Olympiakos,Kallonis,1.05,15.0,21.0,5.0,0.0,H
17/04/16,2015,Panathinaikos,Panthrakikos,1.05,15.0,23.0,6.0,1.0,H
17/04/16,2015,Panionios,Atromitos,2.5,3.1,2.75,0.0,1.0,A
17/04/16,2015,Platanias,PAOK,2.9,3.1,2.38,0.0,0.0,D
17/04/16,2015,Xanthi,Giannina,3.6,3.4,1.91,0.0,1.0,A
,2015,,,,,,,,
10/09/16,2016,Kerkyra,Platanias,2.4,3.0,3.2,0.0,1.0,A
10/09/16,2016,Levadeiakos,Panathinaikos,6.5,3.4,1.62,0.0,3.0,A
10/09/16,2016,Panionios,Asteras Tripolis,2.5,3.0,3.0,3.0,0.0,H
11/09/16,2016,AEK,Xanthi,1.36,4.33,9.5,4.0,1.0,H
11/09/16,2016,Giannina,Atromitos,2.4,3.0,3.2,3.0,0.0,H
11/09/16,2016,Olympiakos,Veria,1.13,8.0,19.0,6.0,1.0,H
11/09/16,2016,PAOK,Panetolikos,1.3,5.0,11.0,2.0,1.0,H
12/09/16,2016,Larisa,Iraklis,1.75,3.25,5.25,2.0,2.0,D
17/09/16,2016,Platanias,Levadeiakos,1.8,3.3,4.2,3.0,2.0,H
17/09/16,2016,Veria,AEK,6.5,4.0,1.44,0.0,2.0,A
17/09/16,2016,Xanthi,Panionios,2.38,3.2,2.8,0.0,2.0,A
18/09/16,2016,Atromitos,Panetolikos,1.91,3.3,3.8,0.0,2.0,A
18/09/16,2016,Iraklis,Olympiakos,13.0,5.75,1.18,1.0,2.0,A
18/09/16,2016,Kerkyra,Larisa,2.15,3.1,3.25,2.0,0.0,H
18/09/16,2016,Panathinaikos,Giannina,1.18,6.0,12.0,4.0,0.0,H
19/09/16,2016,Asteras Tripolis,PAOK,3.5,3.3,2.0,1.0,2.0,A
24/09/16,2016,Giannina,Platanias,2.25,3.25,3.2,0.0,0.0,D
24/09/16,2016,Panetolikos,Panathinaikos,6.0,4.0,1.53,0.0,0.0,D
24/09/16,2016,Panionios,Veria,1.5,3.75,7.5,1.0,2.0,A
25/09/16,2016,Atromitos,Asteras Tripolis,2.38,3.2,3.0,1.0,0.0,H
25/09/16,2016,Larisa,Olympiakos,10.0,5.25,1.29,1.0,0.0,H
25/09/16,2016,Levadeiakos,Kerkyra,2.1,3.1,3.75,2.0,1.0,H
25/09/16,2016,PAOK,Xanthi,1.4,4.75,7.0,0.0,0.0,D
26/09/16,2016,AEK,Iraklis,1.17,7.5,13.0,0.0,0.0,D
01/10/16,2016,Iraklis,Panionios,2.8,3.2,2.55,1.0,2.0,A
01/10/16,2016,Kerkyra,Giannina,2.3,3.1,3.2,0.0,1.0,A
01/10/16,2016,Levadeiakos,Larisa,2.2,3.1,3.5,1.0,1.0,D
02/10/16,2016,Olympiakos,AEK,1.75,3.4,5.0,3.0,0.0,H
02/10/16,2016,Panathinaikos,Asteras Tripolis,1.36,4.6,8.5,3.0,1.0,H
02/10/16,2016,Platanias,Panetolikos,1.83,3.25,4.75,0.0,0.0,D
02/10/16,2016,Veria,PAOK,9.5,5.25,1.3,0.0,0.0,D
03/10/16,2016,Xanthi,Atromitos,2.3,3.0,3.1,0.0,0.0,D
15/10/16,2016,Asteras Tripolis,Platanias,1.73,3.5,5.0,2.0,0.0,H
15/10/16,2016,Panetolikos,Kerkyra,1.73,3.5,5.0,4.0,0.0,H
15/10/16,2016,Panionios,Olympiakos,7.0,4.33,1.44,0.0,2.0,A
16/10/16,2016,Atromitos,Veria,1.44,4.0,8.0,1.0,0.0,H
16/10/16,2016,Panathinaikos,Xanthi,,,,1.0,2.0,A
16/10/16,2016,PAOK,Iraklis,1.18,6.5,15.0,1.0,0.0,H
17/10/16,2016,Larisa,AEK,4.6,3.4,1.8,1.0,2.0,A
22/10/16,2016,AEK,Panionios,1.57,3.6,6.5,0.0,0.0,D
22/10/16,2016,Kerkyra,Asteras Tripolis,3.0,3.0,2.5,2.0,0.0,H
22/10/16,2016,Platanias,Xanthi,1.85,3.2,4.75,0.0,1.0,A
23/10/16,2016,Giannina,Larisa,2.25,3.1,3.4,4.0,0.0,H
23/10/16,2016,Iraklis,Atromitos,3.2,3.0,2.38,1.0,2.0,A
23/10/16,2016,Levadeiakos,Panetolikos,2.4,3.0,3.2,2.0,1.0,H
23/10/16,2016,Olympiakos,PAOK,1.5,3.8,7.5,2.0,1.0,H
24/10/16,2016,Veria,Panathinaikos,12.0,6.0,1.22,1.0,1.0,D
29/10/16,2016,Atromitos,Olympiakos,7.5,4.5,1.4,0.0,1.0,A
29/10/16,2016,Larisa,Panionios,2.45,3.1,3.0,2.0,0.0,H
29/10/16,2016,Xanthi,Kerkyra,1.62,3.4,6.5,0.0,0.0,D
30/10/16,2016,Asteras Tripolis,Levadeiakos,1.53,3.6,7.5,1.0,0.0,H
30/10/16,2016,Panathinaikos,Iraklis,1.17,7.5,13.0,2.0,0.0,H
30/10/16,2016,PAOK,AEK,1.85,3.3,4.5,1.0,0.0,H
30/10/16,2016,Veria,Platanias,2.88,3.0,2.6,0.0,0.0,D
31/10/16,2016,Panetolikos,Giannina,1.95,3.1,4.33,1.0,2.0,A
05/11/16,2016,AEK,Atromitos,1.44,4.0,8.0,2.0,2.0,D
05/11/16,2016,Giannina,Asteras Tripolis,2.45,2.9,3.2,1.0,2.0,A
05/11/16,2016,Levadeiakos,Xanthi,2.4,3.0,3.2,1.0,1.0,D
06/11/16,2016,Kerkyra,Veria,1.8,3.2,5.0,2.0,0.0,H
06/11/16,2016,Olympiakos,Panathinaikos,1.67,3.5,5.5,3.0,0.0,H
06/11/16,2016,Panetolikos,Larisa,1.83,3.2,4.75,2.0,1.0,H
06/11/16,2016,Panionios,PAOK,3.6,3.2,2.1,1.0,0.0,H
07/11/16,2016,Iraklis,Platanias,3.2,3.0,2.38,1.0,1.0,D
23/11/16,2016,Giannina,Levadeiakos,1.67,3.5,5.5,0.0,0.0,D
26/11/16,2016,AEK,Platanias,,,,3.0,0.0,H
26/11/16,2016,Asteras Tripolis,Larisa,1.5,3.8,7.5,1.0,1.0,D
26/11/16,2016,Giannina,Veria,1.4,4.0,9.5,2.0,0.0,H
27/11/16,2016,Levadeiakos,Iraklis,1.75,3.4,5.0,3.0,0.0,H
27/11/16,2016,Olympiakos,Kerkyra,1.1,9.0,21.0,0.0,0.0,D
27/11/16,2016,Panetolikos,Xanthi,2.0,3.2,4.0,2.0,3.0,A
27/11/16,2016,Panionios,Panathinaikos,3.75,3.4,2.0,1.0,1.0,D
28/11/16,2016,PAOK,Atromitos,1.4,4.5,8.0,3.0,4.0,A
03/12/16,2016,Kerkyra,AEK,5.5,3.3,1.73,1.0,1.0,D
03/12/16,2016,Platanias,Panionios,2.5,2.9,3.1,1.0,1.0,D
03/12/16,2016,Veria,Panetolikos,3.75,3.0,2.15,1.0,1.0,D
04/12/16,2016,Larisa,Atromitos,,,,1.0,2.0,A
04/12/16,2016,Olympiakos,Levadeiakos,1.13,8.0,19.0,4.0,0.0,H
04/12/16,2016,Panathinaikos,PAOK,2.0,3.2,4.0,1.0,0.0,H
04/12/16,2016,Xanthi,Asteras Tripolis,2.4,3.0,3.2,3.0,1.0,H
05/12/16,2016,Iraklis,Giannina,2.9,3.0,2.6,2.0,1.0,H
10/12/16,2016,AEK,Levadeiakos,1.29,4.5,15.0,4.0,0.0,H
10/12/16,2016,Asteras Tripolis,Veria,1.29,5.0,12.0,0.0,0.0,D
10/12/16,2016,Xanthi,Larisa,1.57,3.8,6.0,1.0,0.0,H
11/12/16,2016,Atromitos,Panathinaikos,4.0,3.2,2.0,0.0,1.0,A
11/12/16,2016,Panetolikos,Iraklis,1.5,3.75,7.5,2.0,0.0,H
11/12/16,2016,Panionios,Kerkyra,1.62,3.4,6.5,1.0,0.0,H
11/12/16,2016,PAOK,Platanias,1.33,4.75,10.0,3.0,0.0,H
12/12/16,2016,Giannina,Olympiakos,7.0,4.0,1.5,0.0,2.0,A
17/12/16,2016,Kerkyra,PAOK,7.0,3.75,1.44,0.0,5.0,A
17/12/16,2016,Platanias,Atromitos,2.38,2.88,2.9,3.0,0.0,H
17/12/16,2016,Veria,Xanthi,3.4,2.9,2.1,0.0,4.0,A
18/12/16,2016,Iraklis,Asteras Tripolis,3.3,3.0,2.2,1.0,1.0,D
18/12/16,2016,Larisa,Panathinaikos,5.5,3.2,1.67,0.0,0.0,D
18/12/16,2016,Levadeiakos,Panionios,3.0,2.88,2.38,1.0,4.0,A
18/12/16,2016,Olympiakos,Panetolikos,1.17,6.5,10.0,3.0,1.0,H
19/12/16,2016,AEK,Giannina,1.4,4.0,7.5,1.0,1.0,D
03/01/17,2016,Iraklis,Xanthi,3.7,3.1,2.1,0.0,1.0,A
03/01/17,2016,Levadeiakos,PAOK,9.5,4.0,1.4,0.0,1.0,A
04/01/17,2016,AEK,Panetolikos,1.33,4.75,7.5,0.0,0.0,D
04/01/17,2016,Kerkyra,Atromitos,2.6,3.0,2.65,1.0,1.0,D
04/01/17,2016,Larisa,Veria,1.73,3.3,4.33,2.0,1.0,H
04/01/17,2016,Olympiakos,Asteras Tripolis,1.17,7.0,15.0,2.0,1.0,H
05/01/17,2016,Panionios,Giannina,1.95,3.2,3.75,1.0,1.0,D
05/01/17,2016,Platanias,Panathinaikos,5.0,3.3,1.7,1.0,0.0,H
07/01/17,2016,Asteras Tripolis,AEK,3.4,3.25,2.15,3.0,2.0,H
07/01/17,2016,Atromitos,Levadeiakos,1.5,3.9,7.0,2.0,0.0,H
08/01/17,2016,Panetolikos,Panionios,2.5,3.1,2.9,0.0,2.0,A
08/01/17,2016,PAOK,Giannina,1.25,5.25,13.0,0.0,1.0,A
08/01/17,2016,Platanias,Larisa,1.67,3.5,5.5,3.0,2.0,H
08/01/17,2016,Xanthi,Olympiakos,5.75,3.75,1.6,0.0,2.0,A
09/01/17,2016,Panathinaikos,Kerkyra,1.14,7.0,19.0,1.0,0.0,H
14/01/17,2016,Platanias,Olympiakos,6.0,3.8,1.57,2.0,2.0,D
14/01/17,2016,Veria,Levadeiakos,2.5,3.0,3.0,2.0,0.0,H
15/01/17,2016,Asteras Tripolis,Panetolikos,1.75,3.4,5.0,4.0,1.0,H
15/01/17,2016,Atromitos,Panionios,2.2,3.2,3.4,1.0,2.0,A
15/01/17,2016,Panathinaikos,AEK,1.8,3.3,4.75,0.0,0.0,D
15/01/17,2016,Xanthi,Giannina,1.85,3.3,4.5,2.0,0.0,H
18/01/17,2016,Asteras Tripolis,Olympiakos,4.75,3.6,1.75,0.0,0.0,D
18/01/17,2016,Atromitos,Kerkyra,1.5,3.8,6.0,1.0,4.0,A
18/01/17,2016,Giannina,Panionios,2.38,2.88,3.1,1.0,0.0,H
18/01/17,2016,Panetolikos,AEK,3.7,3.1,2.0,3.0,2.0,H
18/01/17,2016,Veria,Larisa,2.5,2.75,3.1,1.0,1.0,D
18/01/17,2016,Xanthi,Iraklis,1.4,4.0,7.5,3.0,1.0,H
19/01/17,2016,Panathinaikos,Platanias,1.36,4.5,9.0,2.0,1.0,H
19/01/17,2016,PAOK,Levadeiakos,1.13,7.0,17.0,3.0,0.0,H
21/01/17,2016,Iraklis,Veria,2.25,3.1,3.4,1.0,1.0,D
21/01/17,2016,Olympiakos,Xanthi,1.2,6.0,15.0,2.0,0.0,H
21/01/17,2016,Panionios,Panetolikos,1.62,3.6,6.0,2.0,0.0,H
22/01/17,2016,AEK,Asteras Tripolis,1.62,3.8,5.5,2.0,0.0,H
22/01/17,2016,Kerkyra,Panathinaikos,6.0,3.8,1.57,1.0,1.0,D
22/01/17,2016,Larisa,Platanias,2.9,2.9,2.65,0.0,0.0,D
22/01/17,2016,Levadeiakos,Atromitos,3.0,3.0,2.5,1.0,1.0,D
23/01/17,2016,Giannina,PAOK,5.0,3.5,1.73,0.0,1.0,A
25/01/17,2016,Veria,Iraklis,2.45,3.0,3.1,0.0,2.0,A
28/01/17,2016,Asteras Tripolis,Panionios,2.25,3.2,3.3,1.0,1.0,D
28/01/17,2016,Iraklis,Larisa,2.45,3.0,3.1,1.0,1.0,D
28/01/17,2016,Xanthi,AEK,3.25,2.88,2.3,0.0,0.0,D
29/01/17,2016,Atromitos,Giannina,2.05,3.0,3.6,1.0,1.0,D
29/01/17,2016,Panathinaikos,Levadeiakos,1.18,6.0,12.0,0.0,0.0,D
29/01/17,2016,Panetolikos,PAOK,6.0,3.4,1.57,0.0,1.0,A
29/01/17,2016,Platanias,Kerkyra,1.75,3.3,4.5,2.0,1.0,H
29/01/17,2016,Veria,Olympiakos,15.0,6.5,1.18,1.0,2.0,A
01/02/17,2016,Iraklis,Kerkyra,2.4,2.8,3.1,0.0,0.0,D
01/02/17,2016,Larisa,PAOK,6.5,3.5,1.53,0.0,2.0,A
04/02/17,2016,Giannina,Panathinaikos,3.8,3.1,2.05,1.0,1.0,D
04/02/17,2016,Larisa,Kerkyra,2.0,3.1,4.1,1.0,1.0,D
04/02/17,2016,Panetolikos,Atromitos,2.55,2.8,3.1,2.0,0.0,H
05/02/17,2016,AEK,Veria,1.17,6.5,19.0,6.0,0.0,H
05/02/17,2016,Olympiakos,Iraklis,1.08,10.0,23.0,3.0,0.0,H
05/02/17,2016,Panionios,Xanthi,2.0,2.9,4.33,2.0,0.0,H
05/02/17,2016,PAOK,Asteras Tripolis,1.33,4.5,11.0,3.0,2.0,H
06/02/17,2016,Levadeiakos,Platanias,2.38,2.9,3.3,1.0,2.0,A
11/02/17,2016,Asteras Tripolis,Atromitos,2.1,2.88,4.1,0.0,1.0,A
11/02/17,2016,Olympiakos,Larisa,1.13,8.5,17.0,2.0,0.0,H
11/02/17,2016,Veria,Panionios,4.33,3.2,1.91,0.0,1.0,A
12/02/17,2016,Kerkyra,Levadeiakos,2.0,3.1,4.2,1.0,0.0,H
12/02/17,2016,Panathinaikos,Panetolikos,1.4,4.1,9.0,4.0,0.0,H
12/02/17,2016,Platanias,Giannina,2.1,2.9,4.0,3.0,3.0,D
12/02/17,2016,Xanthi,PAOK,4.2,3.1,2.0,0.0,0.0,D
13/02/17,2016,Iraklis,AEK,5.5,3.5,1.67,2.0,2.0,D
18/02/17,2016,Asteras Tripolis,Panathinaikos,3.8,2.8,2.25,0.0,5.0,A
18/02/17,2016,Atromitos,Xanthi,2.25,2.9,3.6,2.0,1.0,H
18/02/17,2016,Giannina,Kerkyra,1.6,3.5,6.5,1.0,0.0,H
19/02/17,2016,AEK,Olympiakos,2.75,3.0,2.75,1.0,0.0,H
19/02/17,2016,Panetolikos,Platanias,2.45,2.88,3.2,1.0,2.0,A
19/02/17,2016,Panionios,Iraklis,1.4,4.0,10.0,1.0,0.0,H
19/02/17,2016,PAOK,Veria,1.14,8.0,15.0,4.0,0.0,H
20/02/17,2016,Larisa,Levadeiakos,2.15,3.2,3.5,2.0,1.0,H
25/02/17,2016,Kerkyra,Panetolikos,2.5,3.0,3.0,0.0,0.0,D
25/02/17,2016,Platanias,Asteras Tripolis,1.95,3.1,4.33,3.0,0.0,H
25/02/17,2016,Xanthi,Panathinaikos,3.5,3.0,2.25,1.0,0.0,H
26/02/17,2016,AEK,Larisa,1.17,7.5,13.0,3.0,0.0,H
26/02/17,2016,Iraklis,PAOK,8.5,4.33,1.4,1.0,1.0,D
26/02/17,2016,Levadeiakos,Giannina,2.8,2.88,2.8,2.0,1.0,H
26/02/17,2016,Olympiakos,Panionios,1.29,5.5,9.5,0.0,1.0,A
27/02/17,2016,Veria,Atromitos,3.3,3.1,2.3,0.0,1.0,A
04/03/17,2016,Larisa,Giannina,2.6,3.0,2.9,1.0,1.0,D
04/03/17,2016,Panathinaikos,Veria,1.13,7.5,23.0,5.0,0.0,H
04/03/17,2016,Panetolikos,Levadeiakos,1.91,3.25,4.33,2.0,0.0,H
05/03/17,2016,Asteras Tripolis,Kerkyra,1.67,3.25,6.5,1.0,2.0,A
05/03/17,2016,Atromitos,Iraklis,1.62,3.5,6.0,1.0,0.0,H
05/03/17,2016,PAOK,Olympiakos,2.4,3.0,3.2,2.0,0.0,H
05/03/17,2016,Xanthi,Platanias,1.91,3.1,4.5,1.0,0.0,H
06/03/17,2016,Panionios,AEK,3.1,2.9,2.5,1.0,1.0,D
11/03/17,2016,Giannina,Panetolikos,1.85,3.3,4.5,0.0,0.0,D
11/03/17,2016,Iraklis,Panathinaikos,7.5,3.8,1.5,1.0,1.0,D
11/03/17,2016,Panionios,Larisa,1.36,4.33,10.0,1.0,0.0,H
12/03/17,2016,AEK,PAOK,2.38,2.9,3.3,3.0,0.0,H
12/03/17,2016,Kerkyra,Xanthi,3.1,2.9,2.5,1.0,0.0,H
12/03/17,2016,Olympiakos,Atromitos,1.2,6.5,13.0,2.0,0.0,H
12/03/17,2016,Platanias,Veria,1.33,4.5,11.0,1.0,0.0,H
13/03/17,2016,Levadeiakos,Asteras Tripolis,2.6,2.9,3.0,1.0,1.0,D
18/03/17,2016,Atromitos,AEK,4.33,3.1,1.95,0.0,1.0,A
18/03/17,2016,Larisa,Panetolikos,2.3,3.0,3.4,1.0,0.0,H
18/03/17,2016,Veria,Kerkyra,1.5,4.0,7.0,4.0,0.0,H
19/03/17,2016,Asteras Tripolis,Giannina,2.0,3.1,4.2,1.0,1.0,D
19/03/17,2016,Panathinaikos,Olympiakos,2.25,3.0,3.5,1.0,0.0,H
19/03/17,2016,PAOK,Panionios,1.53,3.6,7.5,1.0,0.0,H
19/03/17,2016,Xanthi,Levadeiakos,1.57,3.5,7.0,2.0,2.0,D
20/03/17,2016,Platanias,Iraklis,1.67,3.5,5.5,1.0,0.0,H
01/04/17,2016,Giannina,Xanthi,2.4,2.9,3.25,1.0,1.0,D
